Plugin,"Plugin Name","Family","Severity","VPR","EPSS","Host Total","Total"
1008157,"[2.3.7.4][MS][2022][DC][v5.0.0][L1] Configure 'Interactive logon: Message text for users attempting to log on'","N/A","Medium","","","1","1"
1008158,"[2.3.7.5][MS][2022][DC][v5.0.0][L1] Configure 'Interactive logon: Message title for users attempting to log on'","N/A","Medium","","","1","1"
1008159,"[2.3.7.7][MS][2022][DC][v5.0.0][L1] Ensure 'Interactive logon: Prompt user to change password before expiration' is set to 'between 5 and 14 days'","N/A","Medium","","","1","1"
1008160,"[2.3.7.9][MS][2022][DC][v5.0.0][L1] Ensure 'Interactive logon: Smart card removal behavior' is set to 'Lock Workstation' or higher","N/A","Medium","","","1","1"
1008161,"[2.3.8.1][MS][2022][DC][v5.0.0][L1] Ensure 'Microsoft network client: Digitally sign communications (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008162,"[2.3.8.2][MS][2022][DC][v5.0.0][L1] Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled'","N/A","Medium","","","1","1"
1008163,"[2.3.9.1][MS][2022][DC][v5.0.0][L1] Ensure 'Microsoft network server: Amount of idle time required before suspending session' is set to '15 or fewer minute(s)'","N/A","Medium","","","1","1"
1008164,"[2.3.9.2][MS][2022][DC][v5.0.0][L1] Ensure 'Microsoft network server: Digitally sign communications (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008165,"[2.3.9.3][MS][2022][DC][v5.0.0][L1] Ensure 'Microsoft network server: Disconnect clients when logon hours expire' is set to 'Enabled'","N/A","Medium","","","1","1"
1008166,"[5.1][MS][2022][DC][v5.0.0][L1] Ensure 'Print Spooler (Spooler)' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1008192,"[18.6.14.1][MS][2019][DC][v4.0.0][L1] Ensure 'Hardened UNC Paths' is set to 'Enabled, with 'Require Mutual Authentication', 'Require Integrity', and 'Require Privacy' set for all NETLOGON and SYSVOL shares'","N/A","Medium","","","1","1"
1008204,"[18.6.14.1][MS][2022][DC][v5.0.0][L1] Ensure 'Hardened UNC Paths' is set to 'Enabled, with 'Require Mutual Authentication', 'Require Integrity', and 'Require Privacy' set for all NETLOGON and SYSVOL shares'","N/A","Medium","","","1","1"
